,type,direction,price,size,timestamp,stop_loss,pnl,reason
337,exit,,70383.99,,2024-04-09 04:00:00,,1229.363014637331,tp_ema10
338,entry,long,70631.08,0.38955575682261123,2024-04-10 20:00:00,68556.0,,
339,exit,,69983.16,,2024-04-11 08:00:00,,-252.4009659605056,tp_ema10
340,entry,short,66843.98,0.19437184491627726,2024-04-12 16:00:00,70975.54,,
341,exit,,65661.84,,2024-04-14 20:00:00,,229.77473274932788,tp_ema10
342,entry,short,64568.81,0.35151993637361606,2024-04-15 12:00:00,66867.07,,
343,exit,,63793.39,,2024-04-16 20:00:00,,272.5755890628287,tp_ema10
344,entry,short,60304.95,0.2478299252010702,2024-04-17 12:00:00,63587.88,,
345,exit,,62597.92,,2024-04-18 08:00:00,,-568.2665835882982,tp_ema10
346,entry,long,64808.35,0.6282101659986254,2024-04-20 12:00:00,63277.0,,
347,exit,,64538.0,,2024-04-21 16:00:00,,-169.83661837772746,tp_ema10
348,entry,long,65703.5,0.7141907195517341,2024-04-22 00:00:00,64362.5,,
349,exit,,64610.11,,2024-04-24 12:00:00,,-780.8889908506701,tp_ema10
350,entry,short,63503.22,0.5936477800493611,2024-04-26 12:00:00,64820.01,,
351,exit,,63461.98,,2024-04-27 20:00:00,,24.482034449234444,tp_ema10
352,entry,short,63118.62,0.9123417656285837,2024-04-28 20:00:00,63976.0,,
353,exit,,63039.07,,2024-04-29 12:00:00,,72.57678745575649,tp_ema10
354,entry,short,61204.42,0.31296328507643073,2024-04-30 08:00:00,63708.7,,
355,exit,,58559.66,,2024-05-02 08:00:00,,827.7127778387393,tp_ema10
356,entry,long,62882.01,0.5939529391729109,2024-05-03 20:00:00,61533.2,,
357,exit,,63632.01,,2024-05-06 12:00:00,,445.4647043796832,tp_ema10
358,entry,short,61193.03,0.5172303379629412,2024-05-08 20:00:00,62760.0,,
359,exit,,62159.06,,2024-05-09 12:00:00,,-499.66002338233943,tp_ema10
360,entry,short,60928.02,0.3148197292469674,2024-05-10 12:00:00,63469.13,,
361,exit,,61146.0,,2024-05-12 08:00:00,,-68.62440458125496,tp_ema10
362,entry,long,62738.0,0.41157939073118655,2024-05-13 08:00:00,60797.79,,
363,exit,,62035.39,,2024-05-14 04:00:00,,-289.1797957216392,tp_ema10
364,entry,long,62195.04,0.9050991628086853,2024-05-15 04:00:00,61319.47,,
365,exit,,66889.88,,2024-05-19 12:00:00,,4249.2957535207315,tp_ema10
366,entry,long,67419.99,1.3160090222306733,2024-05-20 12:00:00,66750.0,,
367,exit,,69285.99,,2024-05-21 16:00:00,,2455.6728354824363,tp_ema10
368,entry,long,70455.9,0.9144444585042868,2024-05-22 12:00:00,69435.3,,
369,exit,,69637.47,,2024-05-22 16:00:00,,-748.4087781736571,tp_ema10
370,entry,long,69982.72,1.4437344504882634,2024-05-23 08:00:00,69347.17,,
371,exit,,68076.0,,2024-05-23 12:00:00,,-2752.7973514349833,stop_loss
372,entry,long,70373.85,0.40481045536534266,2024-05-27 12:00:00,68250.0,,
373,exit,,68050.3,,2024-05-28 00:00:00,,-940.5973335641431,stop_loss
374,entry,short,67694.0,0.44261761800329824,2024-05-28 04:00:00,69591.81,,
375,exit,,68829.42,,2024-05-29 00:00:00,,-502.5568958333041,tp_ema10
376,entry,short,67763.59,0.7076678811442308,2024-05-29 08:00:00,68935.68,,
377,exit,,68118.2,,2024-05-30 00:00:00,,-250.94610733255612,tp_ema10
378,entry,short,67215.58,0.4507364308601237,2024-05-31 12:00:00,69044.1,,
379,exit,,67789.47,,2024-06-02 00:00:00,,-258.6731303063161,tp_ema10
380,entry,long,68906.7,0.6326192168409713,2024-06-03 04:00:00,67612.48,,
381,exit,,70479.49,,2024-06-06 16:00:00,,994.9771780553165,tp_ema10
382,entry,long,71699.99,1.1820796040588897,2024-06-07 08:00:00,70989.68,,
383,exit,,69255.0,,2024-06-07 16:00:00,,-2890.172811127951,stop_loss
384,entry,short,69303.99,1.566199526541492,2024-06-10 04:00:00,69801.34,,
385,exit,,70066.12,,2024-06-10 12:00:00,,-1193.647645163052,stop_loss
386,entry,short,68464.0,0.6096859176043676,2024-06-11 00:00:00,69700.51,,
387,exit,,67778.43,,2024-06-12 08:00:00,,417.9823745320306,tp_ema10
388,entry,short,66470.01,0.3853201723052927,2024-06-13 12:00:00,68449.3,,
389,exit,,66492.83,,2024-06-16 08:00:00,,-8.79300633200947,tp_ema10
390,entry,short,66222.0,0.9816862504302519,2024-06-17 00:00:00,66998.7,,
391,exit,,66691.99,,2024-06-17 16:00:00,,-461.38272083971924,tp_ema10
392,entry,short,64506.14,1.0847539138169349,2024-06-21 00:00:00,65200.11,,
393,exit,,64520.0,,2024-06-22 04:00:00,,-15.03468924550335,tp_ema10
394,entry,short,64094.0,2.1920034522762366,2024-06-23 12:00:00,64437.28,,
395,exit,,61810.0,,2024-06-25 12:00:00,,5006.535884998924,tp_ema10
396,entry,short,61445.26,1.5743440883400608,2024-06-26 08:00:00,61990.0,,
397,exit,,61576.0,,2024-06-27 12:00:00,,-205.82974610957635,tp_ema10
398,entry,short,61062.01,1.0495649073347304,2024-06-28 12:00:00,61875.0,,
399,exit,,61052.3,,2024-06-29 04:00:00,,10.191275250219316,tp_ema10
400,entry,long,62026.83,1.2536166014927554,2024-06-30 16:00:00,61346.0,,
401,exit,,62629.99,,2024-07-02 04:00:00,,756.1313893563656,tp_ema10
402,entry,short,60987.99,0.6698089679654806,2024-07-03 00:00:00,62285.94,,
403,exit,,57317.98,,2024-07-06 12:00:00,,2458.20561052299,tp_ema10
404,entry,short,56825.42,0.847840694282172,2024-07-07 12:00:00,57911.71,,
405,exit,,57154.01,,2024-07-08 08:00:00,,-278.5919737341821,tp_ema10
406,entry,long,58977.99,0.5483554654822713,2024-07-10 04:00:00,57309.09,,
407,exit,,57699.69,,2024-07-10 12:00:00,,-700.962791525985,tp_ema10
408,entry,long,58777.99,0.6981648725072446,2024-07-11 08:00:00,57488.28,,
409,exit,,57402.01,,2024-07-11 12:00:00,,-960.6609012725155,stop_loss
410,entry,short,56914.01,1.219208491522871,2024-07-12 00:00:00,57636.0,,
411,exit,,58214.0,,2024-07-12 12:00:00,,-1584.9588468948145,stop_loss
412,entry,long,58534.0,1.0895354889046416,2024-07-13 08:00:00,57756.63,,
413,exit,,64087.99,,2024-07-17 20:00:00,,6051.269210021488,tp_ema10
414,entry,long,65836.77,0.40121299322019244,2024-07-19 12:00:00,63409.01,,
415,exit,,67063.87,,2024-07-22 12:00:00,,492.32846398049463,tp_ema10
416,entry,long,68232.07,0.5887134466621866,2024-07-22 16:00:00,66559.97,,
417,exit,,66576.0,,2024-07-23 04:00:00,,-974.9506776138514,tp_ema10
418,entry,short,65376.0,0.722817884544226,2024-07-24 20:00:00,66709.55,,
419,exit,,65799.95,,2024-07-25 20:00:00,,-306.4386421525225,tp_ema10
420,entry,long,67560.01,1.4302465881675346,2024-07-26 12:00:00,66890.56,,
421,exit,,67560.86,,2024-07-28 04:00:00,,1.2157095999507295,tp_ema10
422,entry,long,69347.67,0.6193228604187115,2024-07-29 00:00:00,67801.62,,
423,exit,,68104.0,,2024-07-29 12:00:00,,-770.2332618169379,tp_ema10
424,entry,short,65256.83,0.5911349525889644,2024-07-31 16:00:00,66849.24,,
425,exit,,65354.02,,2024-08-01 20:00:00,,-57.452406042118525,tp_ema10
426,entry,short,63416.01,0.4459785148602043,2024-08-02 12:00:00,65524.01,,
427,exit,,55665.73,,2024-08-06 00:00:00,,3456.4583641507434,tp_ema10
428,entry,short,54759.22,0.44672067945175764,2024-08-07 16:00:00,57479.6,,
429,exit,,57049.74,,2024-08-08 00:00:00,,-1023.2226506978385,tp_ema10
430,entry,long,59428.03,0.4360160229797276,2024-08-08 12:00:00,56700.0,,
431,exit,,60669.15,,2024-08-11 08:00:00,,541.1482064406007,tp_ema10
432,entry,long,60207.37,0.49975771317732115,2024-08-12 12:00:00,57800.0,,
433,exit,,59043.98,,2024-08-12 16:00:00,,-581.4131259333634,tp_ema10
434,entry,long,60820.15,0.5630917165888841,2024-08-13 16:00:00,58709.57,,
435,exit,,59435.69,,2024-08-14 12:00:00,,-779.577957948646,tp_ema10
436,entry,short,57047.46,0.41714422633689147,2024-08-15 16:00:00,59849.38,,
437,exit,,59683.39,,2024-08-16 16:00:00,,-1099.5629805282024,tp_ema10
438,entry,long,60619.18,0.6691937294294744,2024-08-20 00:00:00,58914.0,,
439,exit,,58825.53,,2024-08-20 12:00:00,,-1200.2993327911777,stop_loss
440,entry,long,61570.0,0.4084000810155197,2024-08-21 16:00:00,58850.0,,
441,exit,,60407.4,,2024-08-22 12:00:00,,-474.80593418864265,tp_ema10
442,entry,long,61069.27,1.5112608623226438,2024-08-23 04:00:00,60342.14,,
443,exit,,63627.01,,2024-08-26 04:00:00,,3865.412357997127,tp_ema10
444,entry,short,61709.13,0.7722772898911751,2024-08-27 12:00:00,63000.0,,
445,exit,,60067.06,,2024-08-29 08:00:00,,1268.1333694116015,tp_ema10
446,entry,short,58094.99,0.5535403476104148,2024-08-30 12:00:00,59944.07,,
447,exit,,59232.01,,2024-08-31 00:00:00,,-629.3864460399961,tp_ema10
448,entry,short,58524.21,1.636124549550005,2024-09-01 00:00:00,59141.72,,
449,exit,,58422.01,,2024-09-02 08:00:00,,167.21192896400575,tp_ema10
450,entry,short,57725.0,0.6238982899082284,2024-09-03 12:00:00,59350.0,,
451,exit,,58134.0,,2024-09-04 12:00:00,,-255.1744005724654,tp_ema10
452,entry,short,55976.01,0.7339762725266202,2024-09-05 12:00:00,57350.0,,
453,exit,,54556.08,,2024-09-08 08:00:00,,1042.194928648724,tp_ema10
454,entry,short,53687.0,0.9947020825317121,2024-09-08 12:00:00,54722.85,,
455,exit,,54869.95,,2024-09-08 20:00:00,,-1176.682828530886,stop_loss
456,entry,long,57089.54,0.44000621857037,2024-09-09 16:00:00,54804.0,,
457,exit,,56712.0,,2024-09-11 04:00:00,,-166.11994775905788,tp_ema10
458,entry,long,57585.5,0.491181876228801,2024-09-11 16:00:00,55545.19,,
459,exit,,59878.22,,2024-09-15 16:00:00,,1126.142511267297,tp_ema10
460,entry,short,57881.69,0.7905092910508142,2024-09-16 12:00:00,59179.35,,
461,exit,,58695.39,,2024-09-17 04:00:00,,-643.2374101280452,tp_ema10
462,entry,long,61135.5,0.40506106141004816,2024-09-17 12:00:00,58636.36,,
463,exit,,59429.18,,2024-09-18 12:00:00,,-691.1637903051933,tp_ema10
464,entry,long,61759.99,0.38596384072965645,2024-09-18 20:00:00,59174.8,,
465,exit,,62936.0,,2024-09-22 04:00:00,,453.89733633648405,tp_ema10
466,entry,long,63578.76,0.8251121822685906,2024-09-22 20:00:00,62357.93,,
467,exit,,63298.56,,2024-09-23 16:00:00,,-231.1964334716627,tp_ema10
468,entry,long,64292.34,0.642096397976007,2024-09-24 16:00:00,62731.1,,
469,exit,,63495.66,,2024-09-25 12:00:00,,-511.5453583395208,tp_ema10
470,entry,long,63852.07,0.8389724194429521,2024-09-26 04:00:00,62670.0,,
471,exit,,65477.01,,2024-09-29 04:00:00,,1363.2798432496324,tp_ema10
472,entry,long,65958.82,2.666822625020702,2024-09-29 16:00:00,65576.21,,
473,exit,,65602.01,,2024-09-29 20:00:00,,-951.5489808336694,tp_ema10
474,entry,short,63819.44,1.0750083023970962,2024-09-30 08:00:00,64750.01,,
475,exit,,61443.64,,2024-10-04 04:00:00,,2554.0047248350243,tp_ema10
476,entry,long,62720.01,1.3207911870568017,2024-10-06 12:00:00,61922.0,,
477,exit,,62224.0,,2024-10-07 20:00:00,,-655.1256366920469,tp_ema10
478,entry,short,61031.98,0.7537420472373021,2024-10-09 16:00:00,62412.09,,
479,exit,,61174.87,,2024-10-11 08:00:00,,-107.70220112973766,tp_ema10
480,entry,long,64299.99,0.5634548147243718,2024-10-14 00:00:00,62457.81,,
481,exit,,66872.43,,2024-10-17 08:00:00,,1449.45370358956,tp_ema10
482,entry,long,68735.35,0.9778369072744221,2024-10-18 12:00:00,67642.71,,
483,exit,,68090.3,,2024-10-19 08:00:00,,-630.7536970373689,tp_ema10
484,entry,long,68625.99,2.4666944636756414,2024-10-20 12:00:00,68198.22,,
485,exit,,68514.0,,2024-10-21 04:00:00,,-276.245112987048,tp_ema10
486,entry,short,66852.34,1.6912065357278963,2024-10-23 04:00:00,67472.83,,
487,exit,,67213.16,,2024-10-24 00:00:00,,-610.2211422213513,tp_ema10
488,entry,long,68021.7,2.1558215119320727,2024-10-27 20:00:00,67540.88,,
489,exit,,70620.0,,2024-10-31 12:00:00,,5601.47103445311,tp_ema10
490,entry,short,69393.17,2.5910719297130673,2024-11-02 12:00:00,69838.62,,
491,exit,,69047.86,,2024-11-04 00:00:00,,894.7230480492133,tp_ema10
492,entry,short,67856.0,0.8327763717233043,2024-11-04 16:00:00,69264.52,,
493,exit,,68893.99,,2024-11-05 04:00:00,,-864.413546085077,tp_ema10
494,entry,long,74348.53,0.2076426456018078,2024-11-06 00:00:00,68786.91,,
495,exit,,87947.99,,2024-11-14 12:00:00,,2823.8278531559627,tp_ema10
496,entry,long,89741.25,0.455093342459791,2024-11-15 08:00:00,87073.38,,
497,exit,,88445.41,,2024-11-15 12:00:00,,-589.728156893094,tp_ema10
498,entry,long,91032.07,0.4543324149944216,2024-11-15 20:00:00,88386.99,,
499,exit,,90247.86,,2024-11-17 00:00:00,,-356.29202316277826,tp_ema10
500,entry,long,91719.9,0.5681719990899047,2024-11-18 04:00:00,89617.96,,
501,exit,,90275.13,,2024-11-18 08:00:00,,-820.8778591251156,tp_ema10
502,entry,long,92309.51,0.4013574995397954,2024-11-18 12:00:00,89376.9,,
503,exit,,90608.26,,2024-11-18 16:00:00,,-682.8094460920769,tp_ema10
504,entry,long,92391.99,0.8209957833041218,2024-11-19 12:00:00,90975.8,,
505,exit,,97504.0,,2024-11-23 16:00:00,,4196.938654208499,tp_ema10
506,entry,short,93010.01,0.35840266880301735,2024-11-25 20:00:00,96500.0,,
507,exit,,93597.16,,2024-11-27 04:00:00,,-210.43612698769476,tp_ema10
508,entry,long,97237.91,0.7609852806244043,2024-11-29 08:00:00,95600.03,,
509,exit,,96267.99,,2024-11-30 08:00:00,,-738.0948433832209,tp_ema10
510,entry,long,97108.89,1.3483432793493955,2024-12-01 08:00:00,96195.99,,
511,exit,,96483.75,,2024-12-02 00:00:00,,-842.9033176524803,tp_ema10
512,entry,short,95128.68,0.6757578649195398,2024-12-02 08:00:00,96924.0,,
513,exit,,97048.0,,2024-12-02 12:00:00,,-1296.9955852973758,stop_loss
514,entry,short,94988.01,0.9487034555560783,2024-12-03 08:00:00,96238.1,,
515,exit,,95849.69,,2024-12-03 20:00:00,,-817.4787935835687,tp_ema10
516,entry,long,97209.64,0.44579799760121985,2024-12-04 16:00:00,94587.83,,
517,exit,,99028.0,,2024-12-05 16:00:00,,810.6212469181544,tp_ema10
518,entry,long,99309.99,0.6596211301341848,2024-12-06 12:00:00,97512.26,,
519,exit,,99299.63,,2024-12-07 00:00:00,,-6.833674908190538,tp_ema10
520,entry,long,100077.45,1.1384978367482141,2024-12-07 16:00:00,99036.01,,
521,exit,,99090.84,,2024-12-09 00:00:00,,-1123.253350714156,tp_ema10
522,entry,short,97812.0,0.4452788975163093,2024-12-09 12:00:00,100421.8,,
523,exit,,97398.43,,2024-12-11 00:00:00,,184.15399364582314,tp_ema10
524,entry,long,101122.71,0.3822330662424438,2024-12-11 16:00:00,98072.33,,
525,exit,,99481.32,,2024-12-12 16:00:00,,-627.3935325996846,tp_ema10
526,entry,long,101462.34,0.6541194300872909,2024-12-13 16:00:00,99700.0,,
527,exit,,104763.98,,2024-12-18 00:00:00,,2159.6668751534025,tp_ema10
528,entry,short,100204.01,0.24982096234927562,2024-12-18 20:00:00,104999.98,,
529,exit,,99040.0,,2024-12-21 04:00:00,,290.794098384179,tp_ema10
530,entry,short,96210.24,0.9728563601631282,2024-12-22 04:00:00,97448.08,,
531,exit,,98300.0,,2024-12-24 12:00:00,,-2033.0363072144935,stop_loss
532,entry,long,99429.6,0.8968087974156953,2024-12-25 20:00:00,98134.4,,
533,exit,,97719.99,,2024-12-26 04:00:00,,-1533.1932881498474,stop_loss
534,entry,short,95104.76,0.7531608926839066,2024-12-27 04:00:00,96604.24,,
535,exit,,96952.38,,2024-12-27 08:00:00,,-1391.555128540647,stop_loss
536,entry,short,94573.75,0.37030965678356476,2024-12-27 12:00:00,97544.58,,
537,exit,,95300.0,,2024-12-28 20:00:00,,-268.9373882390639,tp_ema10
538,entry,short,94511.12,1.3606496338910612,2024-12-29 12:00:00,95315.5,,
539,exit,,94417.04,,2024-12-30 16:00:00,,128.00991755647343,tp_ema10
540,entry,long,95822.0,0.7672500425020867,2025-01-02 04:00:00,94392.0,,
541,exit,,97641.63,,2025-01-05 08:00:00,,1396.1111948380756,tp_ema10
542,entry,long,98363.61,1.4329147056790588,2025-01-05 20:00:00,97577.46,,
543,exit,,97952.26,,2025-01-07 12:00:00,,-589.4294641810892,tp_ema10
544,entry,short,95657.09,0.6913226172911852,2025-01-08 04:00:00,97268.65,,
545,exit,,94492.63,,2025-01-10 04:00:00,,805.0175349308878,tp_ema10
546,entry,short,93590.24,0.48133138931436914,2025-01-13 04:00:00,95940.0,,
547,exit,,94536.1,,2025-01-13 20:00:00,,-455.27210789688945,tp_ema10
548,entry,long,96548.04,0.6248969314336726,2025-01-14 08:00:00,94753.42,,
549,exit,,101331.57,,2025-01-19 20:00:00,,2989.2132184209245,tp_ema10
550,entry,long,107120.65,0.15642329372990893,2025-01-20 04:00:00,99550.0,,
551,exit,,104957.99,,2025-01-20 12:00:00,,-338.29040041792314,tp_ema10
552,entry,long,107031.34,0.3341003692890974,2025-01-21 16:00:00,102803.43,,
553,exit,,104180.01,,2025-01-22 12:00:00,,-952.6304059650828,tp_ema10
554,entry,long,105859.98,1.166046645636795,2025-01-24 12:00:00,104669.17,,
555,exit,,104385.98,,2025-01-25 04:00:00,,-1718.752755668636,stop_loss
556,entry,short,102620.0,0.5094863718007769,2025-01-26 20:00:00,105260.36,,
557,exit,,102082.83,,2025-01-27 20:00:00,,273.68079434022246,tp_ema10
558,entry,short,101335.52,0.7628431309043129,2025-01-28 20:00:00,103108.0,,
559,exit,,102755.82,,2025-01-29 04:00:00,,-1083.4660988233977,tp_ema10
560,entry,long,105196.0,0.5690811198345893,2025-01-30 00:00:00,102868.0,,
561,exit,,104344.46,,2025-01-31 00:00:00,,-484.5953367839425,tp_ema10
562,entry,long,105464.01,0.7161128339061583,2025-01-31 12:00:00,103936.54,,
563,exit,,102312.32,,2025-01-31 16:00:00,,-2256.965657493691,stop_loss
564,entry,short,100635.65,0.6295009393982374,2025-02-01 20:00:00,102297.99,,
565,exit,,98842.0,,2025-02-03 12:00:00,,1129.1043599516447,tp_ema10
566,entry,short,97763.13,0.354967421772012,2025-02-04 20:00:00,100777.93,,
567,exit,,98195.61,,2025-02-06 04:00:00,,-153.5163105679583,tp_ema10
568,entry,short,95983.0,0.3490024633348484,2025-02-06 16:00:00,99040.09,,
569,exit,,97444.04,,2025-02-07 00:00:00,,-509.9065590307447,tp_ema10
570,entry,short,96506.8,0.5135402469413807,2025-02-07 20:00:00,98563.55,,
571,exit,,97300.0,,2025-02-09 00:00:00,,-407.34012387390163,tp_ema10
572,entry,long,98268.97,1.229154408746789,2025-02-11 04:00:00,97416.62,,
573,exit,,97007.53,,2025-02-11 12:00:00,,-1550.5045373695523,stop_loss
574,entry,short,95040.82,0.3255568877576753,2025-02-11 16:00:00,98158.89,,
575,exit,,97205.06,,2025-02-12 16:00:00,,-704.5832387606681,tp_ema10
576,entry,long,97940.45,0.5927323625419102,2025-02-14 16:00:00,96252.82,,
577,exit,,97248.98,,2025-02-16 04:00:00,,-409.85664672685533,tp_ema10
578,entry,short,96118.12,0.8517907747542012,2025-02-16 20:00:00,97282.38,,
579,exit,,96200.0,,2025-02-18 00:00:00,,-69.74462863687796,tp_ema10
580,entry,short,94104.14,0.37370839363943215,2025-02-18 16:00:00,96753.91,,
581,exit,,95671.74,,2025-02-18 20:00:00,,-585.825277869176,tp_ema10
582,entry,long,97055.25,0.981009519173725,2025-02-20 00:00:00,96058.38,,
583,exit,,95285.11,,2025-02-21 16:00:00,,-1736.524190270177,stop_loss
584,entry,short,96115.99,2.1299306623751315,2025-02-23 08:00:00,96558.01,,
585,exit,,96258.0,,2025-02-23 20:00:00,,-302.47145336388127,tp_ema10
586,entry,short,94323.95,0.5045893120996281,2025-02-24 12:00:00,96177.18,,
587,exit,,84005.05,,2025-02-28 12:00:00,,5206.806652624849,tp_ema10
588,entry,long,87427.99,0.4393317842539566,2025-03-02 12:00:00,85050.6,,
589,exit,,90035.37,,2025-03-03 12:00:00,,1145.504907628077,tp_ema10
590,entry,long,89814.26,0.3456367056325363,2025-03-05 08:00:00,86722.81,,
591,exit,,88526.18,,2025-03-06 16:00:00,,-445.20772779115794,tp_ema10
592,entry,short,85024.01,1.120004121898538,2025-03-09 08:00:00,86158.83,,
593,exit,,81720.34,,2025-03-11 08:00:00,,3700.1240173925407,tp_ema10
594,entry,short,81044.72,0.4777976950951217,2025-03-13 12:00:00,83900.0,,
595,exit,,82170.85,,2025-03-14 04:00:00,,-538.0623183774717,tp_ema10
596,entry,long,84724.58,0.5289054611777564,2025-03-14 12:00:00,82170.84,,
597,exit,,82410.02,,2025-03-16 08:00:00,,-1224.1834242235866,tp_ema10
598,entry,long,84482.55,0.5427276282917809,2025-03-17 16:00:00,82456.0,,
599,exit,,83147.6,,2025-03-18 00:00:00,,-724.5142473881114,tp_ema10
600,entry,short,81610.21,0.5888148113933422,2025-03-18 12:00:00,83452.3,,
601,exit,,83037.17,,2025-03-19 00:00:00,,-840.2151832658388,tp_ema10
602,entry,long,84733.05,0.6864816909567452,2025-03-19 12:00:00,83178.74,,
603,exit,,84691.76,,2025-03-20 12:00:00,,-28.3448290196096,tp_ema10
604,entry,short,83840.59,2.2244219262459217,2025-03-22 20:00:00,84320.0,,
605,exit,,84224.39,,2025-03-23 00:00:00,,-853.7331352931913,tp_ema10
606,entry,long,84679.99,1.7194708165708399,2025-03-23 08:00:00,84070.22,,
607,exit,,86520.88,,2025-03-25 00:00:00,,3165.3566315170924,tp_ema10
608,entry,long,87774.37,0.8150965063326279,2025-03-25 12:00:00,86406.49,,
609,exit,,87153.51,,2025-03-26 00:00:00,,-506.06081692167584,tp_ema10
610,entry,short,85212.99,0.4795833254846158,2025-03-28 04:00:00,87515.67,,
611,exit,,83418.78,,2025-03-31 12:00:00,,860.4731984177556,tp_ema10
612,entry,long,86757.67,0.44986928306639984,2025-04-02 12:00:00,84262.73,,
613,exit,,82516.29,,2025-04-02 20:00:00,,-1908.066579812169,stop_loss
614,entry,short,82039.31,0.618854762320535,2025-04-03 12:00:00,83788.23,,
615,exit,,83992.85,,2025-04-04 04:00:00,,-1208.957532383663,stop_loss
616,entry,short,82618.26,0.8280368546406962,2025-04-05 12:00:00,83894.7,,
617,exit,,83537.99,,2025-04-05 20:00:00,,-761.5703363186961,tp_ema10
618,entry,short,82548.36,1.6691462793837477,2025-04-06 12:00:00,83172.0,,
619,exit,,79163.24,,2025-04-07 20:00:00,,5650.260453267504,tp_ema10
620,entry,short,78497.99,0.6177920496925963,2025-04-08 12:00:00,80375.0,,
621,exit,,82332.08,,2025-04-09 16:00:00,,-2368.6703198058844,stop_loss
622,entry,long,81266.76,0.4831401015495419,2025-04-11 04:00:00,78969.58,,
623,exit,,83849.66,,2025-04-13 12:00:00,,1247.902568292316,tp_ema10
624,entry,long,85716.77,0.8299720429658894,2025-04-15 04:00:00,84347.97,,
625,exit,,84918.14,,2025-04-15 12:00:00,,-662.8405726738522,tp_ema10
626,entry,long,84846.58,0.6578839533476538,2025-04-16 12:00:00,83140.89,,
627,exit,,84030.38,,2025-04-16 20:00:00,,-536.9648827223531,tp_ema10
628,entry,long,84883.71,2.0512405233923605,2025-04-19 00:00:00,84342.15,,
629,exit,,84784.01,,2025-04-20 04:00:00,,-204.50868018224222,tp_ema10
630,entry,long,85179.24,1.220711677401616,2025-04-20 20:00:00,84272.74,,
631,exit,,92203.55,,2025-04-24 04:00:00,,8574.657242688943,tp_ema10
632,entry,long,93980.47,0.9792921091913287,2025-04-24 20:00:00,92666.62,,
633,exit,,94144.06,,2025-04-26 08:00:00,,160.20239614260603,tp_ema10
634,entry,long,94433.5,1.5525046791267876,2025-04-27 16:00:00,93602.58,,
635,exit,,93749.3,,2025-04-27 20:00:00,,-1062.2237014585435,tp_ema10
636,entry,long,94692.49,0.6698620277357706,2025-04-28 04:00:00,92800.01,,
637,exit,,93833.51,,2025-04-28 12:00:00,,-575.3980845844793,tp_ema10
638,entry,long,95300.79,1.6329195131910739,2025-04-29 16:00:00,94531.85,,
639,exit,,94256.82,,2025-04-29 20:00:00,,-1704.7189841860636,stop_loss
640,entry,long,96180.01,0.8322823849165377,2025-05-01 08:00:00,94714.38,,
641,exit,,96337.5,,2025-05-03 00:00:00,,131.07615280050987,tp_ema10
642,entry,short,94277.62,0.8258045681842281,2025-05-04 20:00:00,95758.08,,
643,exit,,94733.68,,2025-05-05 20:00:00,,-376.6164313660971,tp_ema10
644,entry,short,93812.54,1.4714788980281994,2025-05-06 08:00:00,94638.01,,
645,exit,,94558.95,,2025-05-06 12:00:00,,-1098.3265642772335,tp_ema10
646,entry,long,99152.79,0.38740155731728565,2025-05-08 00:00:00,96076.92,,
647,exit,,103762.9,,2025-05-12 08:00:00,,1785.963793403992,tp_ema10
648,entry,long,103729.2,0.5801372898496213,2025-05-13 08:00:00,101610.56,,
649,exit,,103587.44,,2025-05-14 00:00:00,,-82.24026220907928,tp_ema10
650,entry,short,101779.99,0.5882402384164145,2025-05-15 04:00:00,103866.51,,
651,exit,,103251.35,,2025-05-15 12:00:00,,-865.5131571963759,tp_ema10
652,entry,long,103919.39,1.4849554782751841,2025-05-18 04:00:00,103105.09,,
653,exit,,103605.88,,2025-05-19 00:00:00,,-465.5483919940452,tp_ema10
654,entry,long,105517.7,0.3536513588893582,2025-05-19 16:00:00,102126.16,,
