timestamp,open,high,low,close,volume
2022-05-23 08:00:00,30457.01,30616.18,30281.89,30397.11,7605.66272
2022-05-23 12:00:00,30397.12,30625.98,29967.07,30373.53,14417.80135
2022-05-23 16:00:00,30373.53,30529.9,29078.3,29089.9,15772.92063
2022-05-23 20:00:00,29089.91,29499.03,28866.35,29109.15,13879.71722
2022-05-24 00:00:00,29109.14,29326.74,29056.7,29299.92,5773.6321
2022-05-24 04:00:00,29299.91,29439.26,29241.61,29404.55,5764.22285
2022-05-24 08:00:00,29404.54,29430.83,29123.89,29295.74,6631.70627
2022-05-24 12:00:00,29295.75,29650.0,28669.0,29382.31,20365.04234
2022-05-24 16:00:00,29382.32,29593.77,29101.0,29391.62,13727.57884
2022-05-24 20:00:00,29391.62,29845.86,29250.22,29654.58,7180.77796
2022-05-25 00:00:00,29654.58,30222.87,29557.36,30198.09,8159.40197
2022-05-25 04:00:00,30198.09,30223.74,29666.67,29701.46,7905.03946
2022-05-25 08:00:00,29701.47,29941.41,29294.21,29409.01,10798.23324
2022-05-25 12:00:00,29409.01,29909.0,29339.57,29629.36,13674.47718
2022-05-25 16:00:00,29629.35,30034.37,29430.54,29599.1,13993.95421
2022-05-25 20:00:00,29599.1,29880.0,29537.31,29542.15,5006.28053
2022-05-26 00:00:00,29542.14,29886.64,29503.72,29837.16,5231.18106
2022-05-26 04:00:00,29837.16,29876.72,29337.77,29733.7,7138.02023
2022-05-26 08:00:00,29733.71,29744.25,28877.0,28998.4,21360.66888
2022-05-26 12:00:00,28998.4,29495.0,28019.56,29393.1,41367.2334
2022-05-26 16:00:00,29393.1,29787.69,29370.0,29379.76,11893.16434
2022-05-26 20:00:00,29379.76,29682.84,29174.0,29201.35,7591.38672
2022-05-27 00:00:00,29201.35,29390.34,28840.39,29020.01,13165.63475
2022-05-27 04:00:00,29020.01,29214.0,28643.89,28992.99,21666.53837
2022-05-27 08:00:00,28993.0,29142.75,28779.4,28912.96,10946.10064
2022-05-27 12:00:00,28912.95,29397.66,28639.26,28850.45,17215.53641
2022-05-27 16:00:00,28850.46,29056.0,28282.9,28880.0,19660.36734
2022-05-27 20:00:00,28880.0,29025.0,28504.64,28629.8,8344.34259
2022-05-28 00:00:00,28629.81,28854.05,28450.0,28819.2,10726.29911
2022-05-28 04:00:00,28819.2,28949.39,28754.4,28885.72,5425.50965
2022-05-28 08:00:00,28885.71,28930.81,28766.68,28828.02,4650.67646
2022-05-28 12:00:00,28828.02,29266.0,28795.78,28988.21,6640.83535
2022-05-28 16:00:00,28988.2,29067.01,28784.48,29019.82,4588.37099
2022-05-28 20:00:00,29019.81,29154.61,28960.0,29031.33,2447.65971
2022-05-29 00:00:00,29031.33,29045.34,28839.21,28984.32,3673.31893
2022-05-29 04:00:00,28984.31,29060.32,28914.96,29008.35,2073.83703
2022-05-29 08:00:00,29008.35,29235.76,28952.7,29213.85,6053.35031
2022-05-29 12:00:00,29213.85,29489.0,29166.51,29215.98,6818.97968
2022-05-29 16:00:00,29215.97,29355.5,29077.98,29126.41,3546.51415
2022-05-29 20:00:00,29126.4,29587.78,29091.67,29468.1,5401.34754
2022-05-30 00:00:00,29468.1,30400.0,29299.62,30353.07,14864.36484
2022-05-30 04:00:00,30353.07,30928.71,30236.55,30636.12,15267.9168
2022-05-30 08:00:00,30636.12,30765.09,30556.63,30665.37,9351.67469
2022-05-30 12:00:00,30665.38,30931.0,30269.22,30634.08,13532.67809
2022-05-30 16:00:00,30634.08,30878.1,30566.54,30643.11,8446.82356
2022-05-30 20:00:00,30643.1,32222.0,30500.0,31734.22,35322.48962
2022-05-31 00:00:00,31734.23,31861.55,31440.52,31772.82,10716.88391
2022-05-31 04:00:00,31772.81,31800.67,31434.66,31573.77,6910.36728
2022-05-31 08:00:00,31573.76,31842.69,31496.09,31767.0,7210.98946
2022-05-31 12:00:00,31766.99,32181.37,31200.01,32058.53,16731.66275
2022-05-31 16:00:00,32058.52,32399.0,31570.53,31625.71,15969.57927
2022-05-31 20:00:00,31625.71,31936.5,31584.29,31801.04,4893.63365
2022-06-01 00:00:00,31801.05,31982.97,31614.01,31627.3,7102.39992
2022-06-01 04:00:00,31627.29,31670.0,31371.45,31482.43,6574.53904
2022-06-01 08:00:00,31482.42,31709.99,31444.0,31609.16,6997.0161
2022-06-01 12:00:00,31609.15,31901.34,30600.0,30742.59,23609.03186
2022-06-01 16:00:00,30742.59,30744.19,29901.29,30126.72,37935.29665
2022-06-01 20:00:00,30126.71,30162.44,29301.0,29805.83,21177.35025
2022-06-02 00:00:00,29805.84,29903.74,29594.55,29730.12,7552.00044
2022-06-02 04:00:00,29730.12,30123.35,29650.93,29968.26,6794.72045
2022-06-02 08:00:00,29968.27,30210.18,29865.0,30173.67,7351.9181
2022-06-02 12:00:00,30173.66,30387.84,29597.01,30212.73,19579.71813
2022-06-02 16:00:00,30212.73,30408.54,29977.45,30293.01,8583.25866
2022-06-02 20:00:00,30293.0,30689.0,30235.7,30452.62,7099.8135
2022-06-03 00:00:00,30452.63,30699.0,30359.54,30529.96,6044.163
2022-06-03 04:00:00,30529.96,30561.32,30282.29,30443.74,5085.36997
2022-06-03 08:00:00,30443.7,30529.07,29680.0,29758.19,12081.75588
2022-06-03 12:00:00,29758.2,29889.49,29282.36,29506.24,19780.91534
2022-06-03 16:00:00,29506.25,29677.14,29401.0,29572.52,6764.37741
2022-06-03 20:00:00,29572.52,29887.56,29558.3,29700.21,4310.86567
2022-06-04 00:00:00,29700.21,29763.35,29500.0,29560.12,5453.61
2022-06-04 04:00:00,29560.12,29734.49,29546.78,29700.96,3043.03475
2022-06-04 08:00:00,29700.96,29800.0,29594.91,29681.69,3438.0592
2022-06-04 12:00:00,29681.68,29988.88,29485.0,29858.8,6382.77896
2022-06-04 16:00:00,29858.79,29858.8,29613.26,29655.41,3660.1238
2022-06-04 20:00:00,29655.41,29977.99,29632.05,29864.04,3640.29442
2022-06-05 00:00:00,29864.03,29897.18,29678.5,29766.95,2712.02508
2022-06-05 04:00:00,29766.95,29819.85,29645.67,29645.67,2129.49304
2022-06-05 08:00:00,29645.68,29742.13,29531.42,29718.69,2988.06008
2022-06-05 12:00:00,29718.69,29981.0,29626.65,29972.22,3680.643
2022-06-05 16:00:00,29972.23,30189.0,29761.0,30049.86,6667.26436
2022-06-05 20:00:00,30049.85,30127.47,29815.75,29919.21,4962.44254
2022-06-06 00:00:00,29919.2,31276.87,29890.23,31251.0,18199.91513
2022-06-06 04:00:00,31250.99,31434.75,31148.43,31292.77,9173.23629
2022-06-06 08:00:00,31292.76,31599.37,31281.0,31396.71,9233.32765
2022-06-06 12:00:00,31396.72,31765.64,31162.55,31541.42,16667.66655
2022-06-06 16:00:00,31541.41,31555.75,31000.01,31470.72,10469.56476
2022-06-06 20:00:00,31470.72,31599.85,31272.39,31373.1,5093.21418
2022-06-07 00:00:00,31373.1,31381.03,29218.96,29563.62,34125.65523
2022-06-07 04:00:00,29563.61,29632.49,29401.0,29585.12,10285.3628
2022-06-07 08:00:00,29585.12,29733.63,29345.0,29521.5,7672.40223
2022-06-07 12:00:00,29521.51,30041.25,29401.44,29891.17,15080.9226
2022-06-07 16:00:00,29891.17,31429.85,29747.62,31059.71,14712.7556
2022-06-07 20:00:00,31059.71,31589.6,30300.0,31125.33,28797.41812
2022-06-08 00:00:00,31125.32,31327.22,29843.88,30026.72,19657.2277
2022-06-08 04:00:00,30026.71,30686.63,29872.55,30561.77,13310.83642
2022-06-08 08:00:00,30561.77,30616.85,30336.81,30410.85,6328.10356
2022-06-08 12:00:00,30410.85,30901.67,30051.16,30476.77,15544.5556
2022-06-08 16:00:00,30476.77,30552.64,29916.45,30140.14,9386.62544
2022-06-08 20:00:00,30140.14,30499.0,30102.86,30204.77,4315.26404
2022-06-09 00:00:00,30204.77,30323.51,30070.24,30293.49,4608.91792
2022-06-09 04:00:00,30293.5,30487.54,30235.85,30487.54,5105.41253
2022-06-09 08:00:00,30487.53,30700.0,30251.89,30299.47,7928.2471
2022-06-09 12:00:00,30299.46,30389.05,29944.1,30302.24,15458.43252
2022-06-09 16:00:00,30302.23,30450.0,29976.0,30017.12,7988.5499
2022-06-09 20:00:00,30017.12,30250.0,29970.51,30109.93,5201.62653
2022-06-10 00:00:00,30109.93,30382.8,29578.96,30114.38,15509.83819
2022-06-10 04:00:00,30114.38,30226.79,30042.13,30052.43,4916.72998
2022-06-10 08:00:00,30052.44,30114.25,29868.0,30020.56,9266.04408
2022-06-10 12:00:00,30020.56,30184.4,29222.67,29454.53,25273.66013
2022-06-10 16:00:00,29454.52,29484.45,28850.0,28980.02,15450.60825
2022-06-10 20:00:00,28980.03,29400.0,28970.0,29091.88,5787.36917
